"age","gender","mother.tongue","genre","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","liked","disliked","emotional_intensity","positive_score","negative_score","emotion_direction","sentiment_score","age_group"
48,"Male","English","pop",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
30,"Female","German","rock",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
34,"Male","English","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
32,"Female","Italian","classical",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Male","French","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
33,"Male","Russian","classical",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","English","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
21,"Male","English","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
42,"Male","English","pop",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
27,"Female","German","rock",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Male","English","rock",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
18,"Male","English","rock",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"13-18"
30,"Female","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
23,"Male","Bengali","electronic",1,0,0,0,0,1,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
21,"Male","English","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
31,"Male","Dutch","pop",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"26-35"
29,"Male","English","electronic",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
32,"Female","Russian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
22,"Male","Dutch","rock",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
20,"Male","Estonian","electronic",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"19-25"
31,"Male","English","pop",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
29,"Female","Russian","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
14,"Male","Dutch","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
24,"Female","Dutch","classical",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
26,"Female","Russian","pop",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
61,"Female","Dutch","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
19,"Male","English","rock",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
17,"Male","Dutch","classical",0,1,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
29,"Female","Russian","classical",1,0,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","Chinese","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
32,"Female","Russian","rock",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
20,"Male","English","pop",0,1,1,0,0,0,1,0,0,0,1,3,3,0,"Positive",3,"19-25"
26,"Male","Dutch","classical",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Female","Russian","classical",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
64,"Male","English","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
32,"Female","Russian","rock",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
38,"Female","Chinese","classical",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
36,"Male","Italian","classical",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"36-50"
39,"Male","English","classical",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
25,"Female","Dutch","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
31,"Female","Dutch","rock",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
65,"Male","French","electronic",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
28,"Female","Estonian","classical",0,1,0,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
17,"Female","Russian","pop",1,0,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
62,"Female","French","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
31,"Male","Dutch","classical",1,0,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
33,"Male","French","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
23,"Male","English","pop",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
17,"Male","Dutch","classical",0,1,0,1,0,0,1,0,0,0,1,3,3,0,"Positive",3,"13-18"
26,"Male","Dutch","rock",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
29,"Male","Russian","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
32,"Male","Greek","classical",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
33,"Male","Czech","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
25,"Male","Russian","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
14,"Female","English","pop",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
44,"Male","French","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
50,"Female","English","electronic",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
27,"Male","Russian","electronic",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
63,"Male","Dutch","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
42,"Male","English","electronic",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
21,"Female","English","rock",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
44,"Male","Dutch","rock",1,0,0,1,0,1,0,0,0,0,1,3,3,0,"Positive",3,"36-50"
19,"Male","English","pop",0,0,1,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
23,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
22,"Male","Polish","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
17,"Male","English","pop",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
26,"Male","English","rock",0,0,1,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
32,"Female","Italian","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
21,"Female","English","pop",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
19,"Female","English","pop",0,0,1,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
25,"Female","English","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
35,"Female","English","pop",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
19,"Male","English","electronic",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
24,"Male","Russian","pop",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
33,"Male","Hungarian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
35,"Female","English","electronic",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"26-35"
35,"Female","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
43,"Male","Dutch","rock",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
42,"Male","English","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
29,"Female","English","rock",1,0,0,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
42,"Male","Russian","electronic",1,0,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
25,"Male","English","rock",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
48,"Female","German","rock",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
22,"Male","Spanish","electronic",1,0,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Male","German","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
44,"Male","Dutch","rock",1,1,0,1,0,0,0,0,0,0,1,3,3,0,"Positive",3,"36-50"
54,"Female","English","rock",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"50+"
39,"Male","English","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
14,"Female","Russian","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
39,"Male","Spanish","pop",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
42,"Male","English","electronic",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
23,"Male","English","classical",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"19-25"
24,"Female","Dutch","classical",0,1,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
22,"Female","French","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Female","Dutch","rock",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
31,"Female","French","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
35,"Male","Russian","pop",0,1,1,0,0,0,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
42,"Female","Dutch","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
21,"Male","Russian","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
51,"Male","English","classical",0,1,0,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"50+"
27,"Female","Chinese","pop",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
17,"Male","English","pop",0,1,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
23,"Male","English","classical",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
30,"Female","German","pop",0,0,1,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
19,"Female","English","pop",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Female","Russian","rock",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
17,"Female","Russian","pop",0,0,0,0,1,0,0,1,1,0,1,3,1,2,"Negative",-1,"13-18"
25,"Male","English","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
43,"Female","English","rock",0,1,0,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"36-50"
11,"Female","Estonian","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"0-12"
19,"Male","Romanian","rock",0,1,1,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
26,"Female","Hungarian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
31,"Male","English","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
47,"Female","Dutch","pop",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"36-50"
31,"Male","German","electronic",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
36,"Male","Italian","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
21,"Male","English","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
47,"Female","Dutch","classical",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
23,"Female","English","pop",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
26,"Female","English","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
36,"Male","Dutch","rock",1,0,1,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
26,"Female","French","classical",1,0,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
56,"Male","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"50+"
38,"Male","English","rock",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"36-50"
17,"Male","Norwegian","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
24,"Female","Estonian","pop",1,0,0,1,0,1,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
22,"Female","English","electronic",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
25,"Male","French","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
17,"Female","Dutch","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"13-18"
41,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"36-50"
31,"Female","French","classical",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
56,"Male","Dutch","rock",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
40,"Male","German","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
29,"Female","Russian","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
25,"Female","Russian","pop",0,0,1,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
23,"Male","English","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
31,"Male","German","electronic",0,1,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"26-35"
23,"Male","English","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
24,"Male","Portuguese","pop",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
46,"Female","Dutch","rock",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"36-50"
19,"Male","English","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
40,"Female","Dutch","pop",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"36-50"
41,"Female","Dutch","pop",0,0,0,1,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
21,"Male","English","classical",0,1,0,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
16,"Female","English","classical",0,0,0,1,1,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
46,"Male","English","classical",0,1,0,1,0,0,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
22,"Female","German","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
36,"Male","English","electronic",0,1,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
29,"Female","Russian","pop",0,0,0,1,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
51,"Male","English","rock",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
25,"Male","Russian","classical",0,1,0,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
43,"Male","Dutch","rock",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
34,"Male","English","rock",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
20,"Male","Romanian","pop",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
17,"Female","Russian","rock",1,0,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"13-18"
21,"Female","English","classical",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"19-25"
74,"Male","Dutch","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"50+"
14,"Male","Dutch","pop",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
35,"Male","Russian","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
38,"Male","Danish","classical",1,1,0,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
47,"Male","English","electronic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"36-50"
26,"Male","German","pop",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
16,"Male","Chinese","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"13-18"
47,"Male","Dutch","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
21,"Male","Finnish","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
23,"Male","English","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
25,"Female","Russian","classical",0,0,0,1,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
43,"Male","Dutch","rock",1,0,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"36-50"
60,"Female","English","rock",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"50+"
32,"Male","Hindi","electronic",0,0,0,0,0,1,0,1,1,1,0,3,1,2,"Negative",-1,"26-35"
16,"Female","Ucrainian","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
46,"Male","English","classical",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
39,"Male","English","classical",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
23,"Female","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
24,"Female","English","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
60,"Male","English","classical",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"50+"
26,"Male","English","classical",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
15,"Female","English","rock",0,1,1,0,0,0,0,0,1,0,1,3,2,1,"Positive",1,"13-18"
41,"Female","Dutch","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
21,"Male","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
27,"Male","English","electronic",0,0,0,1,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
23,"Female","English","classical",1,0,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
26,"Male","English","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
29,"Male","Portuguese","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
19,"Male","Romanian","rock",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
18,"Male","English","electronic",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"13-18"
36,"Male","Dutch","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
23,"Male","English","rock",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
34,"Female","Polish","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
31,"Female","French","classical",0,1,1,0,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
51,"Male","Spanish","classical",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"50+"
67,"Male","English","pop",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
24,"Female","Dutch","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
23,"Male","English","classical",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
28,"Female","Italian","electronic",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
28,"Male","Russian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
26,"Female","Russian","pop",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
17,"Male","Dutch","rock",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"13-18"
31,"Male","English","electronic",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"26-35"
26,"Male","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
24,"Female","English","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
31,"Male","English","rock",0,0,1,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
27,"Male","Polish","rock",0,0,1,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
23,"Female","English","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
54,"Male","German","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"50+"
18,"Male","Swedish","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"13-18"
20,"Male","Greek","rock",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
21,"Male","Spanish","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
64,"Male","English","rock",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"50+"
18,"Female","Dutch","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
19,"Male","Dutch","electronic",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
37,"Female","English","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
21,"Male","Portuguese","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
21,"Male","Russian","pop",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
25,"Female","Russian","rock",0,1,0,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
50,"Female","Italian","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
17,"Female","Dutch","classical",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
56,"Male","Dutch","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
38,"Male","Dutch","rock",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
28,"Male","Russian","rock",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
31,"Female","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
25,"Female","Russian","rock",1,0,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
23,"Female","English","rock",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"19-25"
16,"Female","Russian","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
41,"Female","Dutch","classical",0,0,1,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
24,"Male","Portuguese","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
27,"Male","Russian","electronic",0,0,0,0,1,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
30,"Male","Slovenian","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
30,"Female","Dutch","pop",0,0,1,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
27,"Male","German","rock",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
24,"Female","Dutch","classical",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
23,"Male","Italian","electronic",0,0,0,1,0,0,1,0,0,0,1,2,2,0,"Positive",2,"19-25"
22,"Male","Dutch","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
34,"Male","English","rock",0,0,0,1,0,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
19,"Female","English","electronic",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
22,"Male","English","electronic",0,0,0,0,1,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
28,"Female","Italian","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
53,"Male","English","classical",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"50+"
23,"Male","French","rock",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
22,"Female","English","rock",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"19-25"
31,"Male","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
30,"Male","Russian","electronic",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
21,"Female","Russian","rock",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
23,"Female","Russian","pop",1,0,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Female","Russian","classical",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
41,"Female","Russian","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
25,"Female","Portuguese","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
28,"Female","English","rock",1,0,0,0,0,1,1,0,0,0,1,3,3,0,"Positive",3,"26-35"
24,"Female","English","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
41,"Female","English","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
29,"Male","Arabic","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
36,"Female","Dutch","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"36-50"
38,"Female","Russian","classical",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
53,"Male","English","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"50+"
