"activity","emotional_intensity","emotional_intensity_original","satisfaction","satisfaction_binary","gender","age_group","emotional_group"
"Social Media",0.253518345933827,1.5,4.8314606741573,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,5.2247191011236,1,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,5.50561797752809,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,4.21348314606742,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,3.45505617977528,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.69101123595506,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,4.01685393258427,0,"Male","19-25","Low"
"Social Media",3.78550768556919,3,5.25280898876404,1,"Male","26-35","High"
"Social Media",-0.923811433944627,1,5.1123595505618,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,6.09550561797753,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.9438202247191,0,"Female","36-50","Low"
"Social Media",0.253518345933827,1.5,3.53932584269663,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,5.64606741573034,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,6.43258426966292,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,3.25842696629214,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.97191011235955,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,5.28089887640449,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.2247191011236,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.28089887640449,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,3.90449438202247,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.63483146067416,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,5.61797752808989,1,"Female","50+","Low"
"Social Media",-0.923811433944627,1,5.95505617977528,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,6.01123595505618,1,"Male","19-25","Low"
"Social Media",1.43084812581228,2,5.61797752808989,1,"Female","26-35","High"
"Social Media",0.253518345933827,1.5,5.39325842696629,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.50561797752809,1,"Male","19-25","Low"
"Social Media",1.43084812581228,2,3.84831460674157,0,"Female","50+","High"
"Social Media",-0.923811433944627,1,5.73033707865168,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.02808988764045,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.85955056179775,0,"Male","36-50","Low"
"Social Media",2.60817790569074,2.5,5.39325842696629,1,"Female","13-18","High"
"Social Media",1.43084812581228,2,4.52247191011236,0,"Female","13-18","High"
"Social Media",-0.923811433944627,1,5.28089887640449,1,"Female","36-50","Low"
"Social Media",1.43084812581228,2,3.06179775280899,0,"Male","36-50","High"
"Social Media",0.253518345933827,1.5,6.06741573033708,1,"Female","13-18","Low"
"Social Media",1.43084812581228,2,3.84831460674157,0,"Male","50+","High"
"Social Media",-0.923811433944627,1,6.37640449438202,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,7.6123595505618,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.25280898876404,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.38202247191011,0,"Male","26-35","Low"
"Social Media",1.43084812581228,2,5.75842696629214,1,"Female","36-50","High"
"Social Media",-0.923811433944627,1,6.12359550561798,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,4.97191011235955,0,"Male","26-35","Low"
"Social Media",1.43084812581228,2,5.84269662921348,1,"Female","26-35","High"
"Social Media",0.253518345933827,1.5,3.70786516853933,0,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,4.74719101123596,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.79213483146067,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,2.47191011235955,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,3.51123595505618,0,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,6.88202247191011,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,3.48314606741573,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.01685393258427,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,3.73595505617978,0,"Female","26-35","Low"
"Social Media",2.60817790569074,2.5,6.96629213483146,1,"Female","26-35","High"
"Social Media",1.43084812581228,2,4.01685393258427,0,"Female","26-35","High"
"Social Media",0.253518345933827,1.5,4.12921348314607,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.98876404494382,0,"Female","36-50","Low"
"Social Media",2.60817790569074,2.5,2.2752808988764,0,"Male","19-25","High"
"Social Media",0.253518345933827,1.5,5.30898876404494,1,"Female","13-18","Low"
"Social Media",1.43084812581228,2,6.85393258426966,1,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,4.7752808988764,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,8.25842696629213,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.42134831460674,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,6.12359550561798,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,3.65168539325843,0,"Male","19-25","High"
"Social Media",1.43084812581228,2,5.67415730337079,1,"Male","19-25","High"
"Social Media",-0.923811433944627,1,3.67977528089888,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,7.7247191011236,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,3.53932584269663,0,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,5.02808988764045,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,3.87640449438202,0,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,2.89325842696629,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,6.85393258426966,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,5,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.33707865168539,1,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,4.41011235955056,0,"Female","26-35","Low"
"Social Media",1.43084812581228,2,5.64606741573034,1,"Male","36-50","High"
"Social Media",-0.923811433944627,1,4.60674157303371,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.50561797752809,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.10112359550562,0,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,3.56741573033708,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.25280898876404,1,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,5.25280898876404,1,"Male","50+","Low"
"Social Media",-0.923811433944627,1,3.31460674157303,0,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,4.74719101123596,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,2.35955056179775,0,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,5.89887640449438,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,5.70224719101124,1,"Female","26-35","High"
"Social Media",-0.923811433944627,1,5.33707865168539,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.95505617977528,1,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,4.49438202247191,0,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,4.55056179775281,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.98876404494382,0,"Female","36-50","Low"
"Social Media",1.43084812581228,2,5.84269662921348,1,"Female","26-35","High"
"Social Media",-0.923811433944627,1,5.19662921348315,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.69101123595506,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,6.29213483146067,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,6.71348314606742,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.24157303370786,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,6.32022471910112,1,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,4.69101123595506,0,"Female","26-35","Low"
"Social Media",2.60817790569074,2.5,6.96629213483146,1,"Male","36-50","High"
"Social Media",-0.923811433944627,1,4.60674157303371,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,6.29213483146067,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.61797752808989,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,5.1123595505618,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.55056179775281,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,5.36516853932584,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.17415730337079,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.43820224719101,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.42696629213483,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.73595505617978,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,5,1,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,5.64606741573034,1,"Male","36-50","Low"
"Social Media",2.60817790569074,2.5,6.62921348314607,1,"Female","19-25","High"
"Social Media",-0.923811433944627,1,4.21348314606742,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.15730337078652,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.18539325842697,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.96067415730337,0,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.47752808988764,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,6.29213483146067,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,3.53932584269663,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,4.32584269662921,0,"Male","36-50","Low"
"Social Media",1.43084812581228,2,4.55056179775281,0,"Female","13-18","High"
"Social Media",0.253518345933827,1.5,4.41011235955056,0,"Female","50+","Low"
"Social Media",1.43084812581228,2,4.69101123595506,0,"Female","26-35","High"
"Social Media",-0.923811433944627,1,5.36516853932584,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,5.47752808988764,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,2.13483146067416,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,4.85955056179775,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,6.09550561797753,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,5.08426966292135,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.43820224719101,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.65168539325843,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,5.39325842696629,1,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,6.57303370786517,1,"Male","50+","Low"
"Social Media",0.253518345933827,1.5,5.33707865168539,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,4.55056179775281,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,3.45505617977528,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,2.6685393258427,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,6.93820224719101,1,"Female","50+","Low"
"Social Media",0.253518345933827,1.5,5.67415730337079,1,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,4.69101123595506,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,7.24719101123596,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.28089887640449,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,7.6123595505618,1,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,8.08988764044944,1,"Female","36-50","Low"
"Social Media",0.253518345933827,1.5,5.78651685393258,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,3.98876404494382,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,3.93258426966292,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,6.23595505617978,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.39887640449438,0,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,5.2247191011236,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.56741573033708,0,"Female","19-25","Low"
"Social Media",1.43084812581228,2,7.19101123595506,1,"Female","26-35","High"
"Social Media",-0.923811433944627,1,5.33707865168539,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,3.28651685393258,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,5.2247191011236,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,7.05056179775281,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,8.90449438202247,1,"Female","19-25","Low"
"Social Media",1.43084812581228,2,5.1123595505618,1,"Female","26-35","High"
"Social Media",-0.923811433944627,1,6.01123595505618,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,5.1123595505618,1,"Female","50+","High"
"Social Media",1.43084812581228,2,5.50561797752809,1,"Female","13-18","High"
"Social Media",-0.923811433944627,1,6.40449438202247,1,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,5.1685393258427,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.14606741573034,0,"Male","19-25","Low"
"Social Media",3.78550768556919,3,3.00561797752809,0,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,6.29213483146067,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,6.76966292134832,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,4.43820224719101,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,3.20224719101124,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,6.15168539325843,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,3.79213483146067,0,"Female","36-50","High"
"Social Media",0.253518345933827,1.5,5.36516853932584,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,5.95505617977528,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,5.14044943820225,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Male","36-50","Low"
"Social Media",1.43084812581228,2,4.91573033707865,0,"Male","19-25","High"
"Social Media",-0.923811433944627,1,4.66292134831461,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.0561797752809,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,5.61797752808989,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.53370786516854,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,3.00561797752809,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,6.12359550561798,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,5.84269662921348,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,2.10674157303371,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,4.41011235955056,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,4.7752808988764,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.8314606741573,0,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,5.14044943820225,1,"Female","36-50","Low"
"Social Media",0.253518345933827,1.5,3.00561797752809,0,"Female","19-25","Low"
"Social Media",1.43084812581228,2,4.10112359550562,0,"Male","36-50","High"
"Social Media",0.253518345933827,1.5,4.71910112359551,0,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,6.99438202247191,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,2.92134831460674,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.41011235955056,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.58988764044944,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.19662921348315,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,6.06741573033708,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.30898876404494,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,6.76966292134832,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.19662921348315,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.08426966292135,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,8.65168539325843,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.95505617977528,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,4.55056179775281,0,"Male","19-25","Low"
"Social Media",1.43084812581228,2,5.0561797752809,1,"Female","36-50","High"
"Social Media",-0.923811433944627,1,4.52247191011236,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.07303370786517,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,3.82022471910112,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Female","26-35","Low"
"Social Media",1.43084812581228,2,3.82022471910112,0,"Male","19-25","High"
"Social Media",1.43084812581228,2,5.44943820224719,1,"Male","26-35","High"
"Social Media",-0.923811433944627,1,6.15168539325843,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,6.65730337078652,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.2247191011236,1,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,6.57303370786517,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,4.85955056179775,0,"Female","26-35","High"
"Social Media",0.253518345933827,1.5,6.82584269662921,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,4.66292134831461,0,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,5.87078651685393,1,"Male","26-35","Low"
"Social Media",1.43084812581228,2,5.0561797752809,1,"Male","13-18","High"
"Social Media",1.43084812581228,2,5.25280898876404,1,"Male","13-18","High"
"Social Media",0.253518345933827,1.5,4.60674157303371,0,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,3.20224719101124,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,3.31460674157303,0,"Male","26-35","Low"
"Social Media",1.43084812581228,2,6.43258426966292,1,"Male","19-25","High"
"Social Media",2.60817790569074,2.5,4.8314606741573,0,"Female","26-35","High"
"Social Media",0.253518345933827,1.5,3.06179775280899,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,2.02247191011236,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,4.97191011235955,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,2.5,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,5.92696629213483,1,"Female","26-35","Low"
"Social Media",1.43084812581228,2,7.19101123595506,1,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,6.34831460674157,1,"Female","36-50","Low"
"Social Media",0.253518345933827,1.5,4.9438202247191,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,6.01123595505618,1,"Male","50+","Low"
"Social Media",0.253518345933827,1.5,5.87078651685393,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,4.66292134831461,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,5.02808988764045,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,2.16292134831461,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,5.28089887640449,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,5.30898876404494,1,"Female","19-25","Low"
"Social Media",1.43084812581228,2,6.17977528089888,1,"Female","19-25","High"
"Social Media",3.78550768556919,3,3.53932584269663,0,"Male","13-18","High"
"Social Media",-0.923811433944627,1,5.73033707865168,1,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,4.60674157303371,0,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,4.21348314606742,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,3.90449438202247,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,4.71910112359551,0,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.70224719101124,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.67977528089888,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,5.95505617977528,1,"Female","13-18","Low"
"Social Media",1.43084812581228,2,5,1,"Male","36-50","High"
"Social Media",2.60817790569074,2.5,4.74719101123596,0,"Male","36-50","High"
"Social Media",2.60817790569074,2.5,4.07303370786517,0,"Male","19-25","High"
"Social Media",-0.923811433944627,1,3.08988764044944,0,"Male","26-35","Low"
"Social Media",2.60817790569074,2.5,5.61797752808989,1,"Male","19-25","High"
"Social Media",1.43084812581228,2,4.80337078651685,0,"Male","19-25","High"
"Social Media",-0.923811433944627,1,5.84269662921348,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,6.23595505617978,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,4.80337078651685,0,"Male","36-50","Low"
"Social Media",0.253518345933827,1.5,6.79775280898876,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.75842696629214,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.18539325842697,0,"Female","19-25","Low"
"Social Media",1.43084812581228,2,6.51685393258427,1,"Male","19-25","High"
"Social Media",-0.923811433944627,1,4.85955056179775,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,7.92134831460674,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.29775280898876,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,4.8314606741573,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,5.28089887640449,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.53370786516854,1,"Male","13-18","Low"
"Social Media",0.253518345933827,1.5,5.70224719101124,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,3.67977528089888,0,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,6.34831460674157,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,5.28089887640449,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Female","26-35","Low"
"Social Media",1.43084812581228,2,5.25280898876404,1,"Male","26-35","High"
"Social Media",-0.923811433944627,1,5.0561797752809,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.8876404494382,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,4.21348314606742,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,5.70224719101124,1,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,4.57865168539326,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Male","26-35","Low"
"Social Media",1.43084812581228,2,2.02247191011236,0,"Female","13-18","High"
"Social Media",-0.923811433944627,1,4.46629213483146,0,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,8.56741573033708,1,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,4.85955056179775,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,5.53370786516854,1,"Male","50+","Low"
"Social Media",0.253518345933827,1.5,4.7752808988764,0,"Female","13-18","Low"
"Social Media",1.43084812581228,2,7.4438202247191,1,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,4.46629213483146,0,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,4.8876404494382,0,"Female","26-35","Low"
"Social Media",2.60817790569074,2.5,6.48876404494382,1,"Male","19-25","High"
"Social Media",-0.923811433944627,1,3.08988764044944,0,"Male","13-18","Low"
"Social Media",2.60817790569074,2.5,4.7752808988764,0,"Male","13-18","High"
"Social Media",1.43084812581228,2,3.56741573033708,0,"Male","13-18","High"
"Social Media",0.253518345933827,1.5,6.29213483146067,1,"Female","50+","Low"
"Social Media",0.253518345933827,1.5,4.97191011235955,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,6.46067415730337,1,"Female","26-35","Low"
"Social Media",-0.923811433944627,1,5.2247191011236,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,5.56179775280899,1,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,5.39325842696629,1,"Male","13-18","Low"
"Social Media",-0.923811433944627,1,5.30898876404494,1,"Male","50+","Low"
"Social Media",-0.923811433944627,1,8.25842696629213,1,"Male","26-35","Low"
"Social Media",1.43084812581228,2,3.17415730337079,0,"Female","13-18","High"
"Social Media",-0.923811433944627,1,2.83707865168539,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,7.16292134831461,1,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,8.11797752808989,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,4.63483146067416,0,"Male","19-25","Low"
"Social Media",-0.923811433944627,1,3.90449438202247,0,"Female","36-50","Low"
"Social Media",1.43084812581228,2,6.43258426966292,1,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,6.06741573033708,1,"Male","50+","Low"
"Social Media",1.43084812581228,2,3.70786516853933,0,"Male","19-25","High"
"Social Media",0.253518345933827,1.5,2.75280898876404,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,3.23033707865169,0,"Male","13-18","Low"
"Social Media",1.43084812581228,2,7.6685393258427,1,"Male","36-50","High"
"Social Media",-0.923811433944627,1,5.75842696629214,1,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,2.97752808988764,0,"Male","26-35","Low"
"Social Media",2.60817790569074,2.5,4.74719101123596,0,"Male","36-50","High"
"Social Media",0.253518345933827,1.5,4.63483146067416,0,"Female","13-18","Low"
"Social Media",-0.923811433944627,1,6.15168539325843,1,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,5.89887640449438,1,"Male","26-35","Low"
"Social Media",-0.923811433944627,1,4.21348314606742,0,"Male","36-50","Low"
"Social Media",-0.923811433944627,1,4.57865168539326,0,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,5.0561797752809,1,"Female","13-18","Low"
"Social Media",1.43084812581228,2,5.33707865168539,1,"Female","19-25","High"
"Social Media",1.43084812581228,2,6.06741573033708,1,"Female","36-50","High"
"Social Media",0.253518345933827,1.5,5.02808988764045,1,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,5.47752808988764,1,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,3.67977528089888,0,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.01685393258427,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.95505617977528,1,"Female","13-18","Low"
"Social Media",0.253518345933827,1.5,7.80898876404494,1,"Female","19-25","Low"
"Social Media",-0.923811433944627,1,4.71910112359551,0,"Female","26-35","Low"
"Social Media",0.253518345933827,1.5,3.93258426966292,0,"Male","26-35","Low"
"Social Media",0.253518345933827,1.5,5.02808988764045,1,"Female","36-50","Low"
"Social Media",-0.923811433944627,1,3.39887640449438,0,"Male","19-25","Low"
"Social Media",0.253518345933827,1.5,5.58988764044944,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,7.30337078651685,1,"Female","36-50","Low"
"Social Media",0.253518345933827,1.5,4.43820224719101,0,"Male","26-35","Low"
"Social Media",2.60817790569074,2.5,7.10674157303371,1,"Male","26-35","High"
"Social Media",1.43084812581228,2,5.25280898876404,1,"Male","26-35","High"
"Social Media",2.60817790569074,2.5,3.79213483146067,0,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,5.30898876404494,1,"Female","19-25","Low"
"Social Media",2.60817790569074,2.5,5.50561797752809,1,"Male","13-18","High"
"Social Media",0.253518345933827,1.5,5.1685393258427,1,"Female","19-25","Low"
"Social Media",0.253518345933827,1.5,4.35393258426966,0,"Male","13-18","Low"
"Social Media",1.43084812581228,2,4.55056179775281,0,"Female","19-25","High"
"Social Media",0.253518345933827,1.5,4.52247191011236,0,"Male","19-25","Low"
